Title_Store1,Title_Store2,Price_Store1,Price_Store2,HappyPrice_Store1,HappyPrice_Store2,Link_Store1,Link_Store2,Specs_JSON_Store1,Specs_JSON_Store2,Image_Store1,Image_Store2,Title_Similarity_Score,Specs_Similarity_Score
Samsung Galaxy S25 5G 12GB/256GB Silver Shadow,SAMSUNG Galaxy S25 5G 12/128GB Silver Shadow,"55.480,00 ден.",53.999,,50.999,https://www.anhoch.com/products/samsung-galaxy-s25-5g-12gb256gb-silver-shadow-7490,/categories/mobilni_telefoni/84110995-SAMSUNG-Galaxy-S25-5G-12-128GB--SM-S931BZSDEUC--Silver-Shadow,"{""brand"": ""Samsung"", ""model"": ""Galaxy S25 5G"", ""operating_system"": ""Android 15, One UI 7"", ""processor"": ""Snapdragon 8 Elite"", ""ram"": ""12GB"", ""storage"": ""256GB"", ""display_size"": ""6.2 inches"", ""display_resolution"": ""1080 x 2340 pixels"", ""rear_camera"": ""50 MP, Dual Pixel PDAF, OIS; 10 MP, PDAF, OIS; 12 MP, Super Steady video"", ""front_camera"": ""12 MP, Dual Pixel PDAF"", ""battery_capacity"": ""4000 mAh"", ""battery_type"": ""Li-Ion, non-removable""}","{""brand"": ""SAMSUNG"", ""model"": ""Galaxy S25 5G"", ""screen_size"": ""6.2\"""", ""resolution"": ""2340x1080px"", ""aspect_ratio"": null, ""processor"": ""Qualcomm SM8750-AB Snapdragon 8 Elite (3 nm)"", ""ram"": ""12GB"", ""storage"": ""128GB"", ""operating_system"": null, ""rear_camera"": ""50MP f/1.8 OIS + 10MP f/2.4 + 12MP f/2.2"", ""front_camera"": ""12MP f/2.2"", ""battery_capacity"": ""4000mAh"", ""charging_speed"": null}",https://www.anhoch.com/storage/media/17012025141232xys25_front_silvershadow_241108.jpg,/2025/02/07/s25128silvershadow_943d0b8d-1f59-4e85-987d-f8aba259418d.jpg?width=192,0.9851,0.8745
Samsung Galaxy S25+ 5G 12GB/256GB Navy,SAMSUNG Galaxy S25+ 5G 12/512GB Navy,"66.980,00 ден.",75.999,,72.999,https://www.anhoch.com/products/samsung-galaxy-s25-plus--5g-12gb256gb-navy-7493,/categories/mobilni_telefoni/84111004-SAMSUNG-Galaxy-S25--5G-12-512GB--SM-S936BDBGEUC--Navy,"{""brand"": ""Samsung"", ""model"": ""Galaxy S25+ 5G"", ""operating_system"": ""Android 15, One UI 7"", ""processor"": ""Snapdragon 8 Elite, Octa-core (2x4.47 GHz Oryon V2 Phoenix L &amp; 6x3.53 GHz Oryon V2 Phoenix M)"", ""ram"": ""12GB"", ""storage"": ""256GB"", ""display_size"": ""6.7"", ""display_resolution"": ""1440 x 3120 pixels"", ""rear_camera"": ""Triple: 50 MP, Dual Pixel PDAF, OIS; 10 MP, PDAF, OIS, 3x optical zoom; 12 MP, Super Steady video"", ""front_camera"": ""Single: 12 MP, Dual Pixel PDAF"", ""battery_capacity"": ""4900 mAh"", ""battery_type"": ""Li-Ion, non-removable""}","{""brand"": ""SAMSUNG"", ""model"": ""Galaxy S25+ 5G"", ""screen_size"": ""6.7\"""", ""resolution"": ""3120x1440px"", ""aspect_ratio"": null, ""processor"": ""Qualcomm SM8750-AB Snapdragon 8 Elite"", ""ram"": ""12GB"", ""storage"": ""512GB"", ""operating_system"": null, ""rear_camera"": ""50MP f/1.8 OIS, 10MP f/2.4, 12MP f/2.2"", ""front_camera"": ""12MP f/2.2"", ""battery_capacity"": ""4900mAh"", ""charging_speed"": null}",https://www.anhoch.com/storage/media/sm-s936_galaxys25plus_front_navy_241107.jpg,/2025/02/07/s25512navy_ed648d20-baf9-4f1c-b6d8-f1aa62e4d1fd.jpg?width=192,0.9778,0.8771
Samsung Galaxy S25 Ultra 5G 12GB/256GB Titanium Black,SAMSUNG Galaxy S25 Ultra 5G 12/512GB Titanium Black,"84.480,00 ден.",94.499,,91.499,https://www.anhoch.com/products/samsung-galaxy-s25-ultra-5g-12gb256gb-titanium-black-7497,/categories/mobilni_telefoni/84111013-SAMSUNG-Galaxy-S25-Ultra-5G-12-512GB--SM-S938BZKGEUC--Titanium-Black,"{""brand"": ""Samsung"", ""model"": ""Galaxy S25 Ultra 5G"", ""operating_system"": ""Android 15"", ""processor"": ""Snapdragon 8 Elite"", ""ram"": ""12GB"", ""storage"": ""256GB"", ""display_size"": ""6.9 inches"", ""display_resolution"": ""1440 x 3200 pixels"", ""rear_camera"": ""Quad (200 MP + 10 MP + 50 MP + 50 MP)"", ""front_camera"": ""Single (12 MP)"", ""battery_capacity"": ""5000 mAh"", ""battery_type"": ""Li-ion""}","{""brand"": ""SAMSUNG"", ""model"": ""Galaxy S25 Ultra 5G"", ""screen_size"": 6.9, ""resolution"": ""3120x1440px"", ""aspect_ratio"": null, ""processor"": ""Qualcomm SM8750-AB Snapdragon 8 Elite (3 nm)"", ""ram"": 12, ""storage"": 512, ""operating_system"": null, ""rear_camera"": ""200MP f/1.7 OIS, 50MP f/3.4, 50MP f/1.9, 10MP f/2.4"", ""front_camera"": 12, ""battery_capacity"": 5000, ""charging_speed"": null}",https://www.anhoch.com/storage/media/16012025121110ltra_front_titaniumblack_241107.jpg,/2025/02/07/s25ultra512black_390562db-366b-4d96-9292-fa2faa4eb5bb.jpg?width=192,0.9833,0.9064
"Power Bank Xiaomi 18W 30000mAh Black Micro USB, 2xUSB A, USB-C",Power bank XIAOMI 20000mAh 18W Fast Charge Black,"2.590,00 ден.",2.199,,1.799,https://www.anhoch.com/products/power-bank-xiaomi-18w-30000mah-black-micro-usb-2xusb-a-usbc-3903,/categories/POWER_BANK/XIAOMI-20000mAh-18W-Fast-Charge-Black,"{""brand"": ""Xiaomi"", ""model"": ""18W Power Bank"", ""capacity"": ""30000mAh"", ""output_voltage"": null, ""output_current"": null, ""input_voltage"": ""PD 24W or higher"", ""input_current"": ""2A"", ""battery_type"": ""Lithium-ion"", ""weight"": null, ""dimensions"": null}","{""brand"": ""XIAOMI"", ""model"": ""Power bank"", ""capacity"": ""20000mAh"", ""input_voltage"": null, ""output_voltage"": null, ""output_current"": ""18W"", ""weight"": null, ""dimensions"": null, ""color"": ""Black""}",https://www.anhoch.com/storage/media/000004859277_0.jpg,/2021/02/10/xiaomi-redmi-power-bank-20000mah-18w-black_a5158202-6482-4a26-9781-d0abd66aadfe.png?width=192,0.7661,0.8433
Garmin Smartwatch Venu 3S Soft Gold w/ Dust Rose Band,GARMIN Venu 3S soft gold french gray,"28.980,00 ден. 30.980,00 ден.",30.999,,28.999,https://www.anhoch.com/products/garmin-smartwatch-venu-3s-soft-gold-w-dust-rose-band-2064,/categories/SMART_CASOVNICI/GARMIN-Venu-3S-soft-gold-french-gray,"{""brand"": ""Garmin"", ""model"": ""Venu 3S"", ""display_size"": ""1.2\"""", ""display_type"": ""AMOLED"", ""resolution"": ""390 x 390 pixels"", ""operating_system"": null, ""processor"": null, ""ram"": null, ""storage"": ""8 GB"", ""battery_life"": ""Up to 10 days"", ""water_resistance"": ""5 ATM"", ""gps"": """", ""heart_rate_monitor"": null, ""compatibility"": ""iPhone and Android smartphones""}","{""brand"": ""Garmin"", ""model"": ""Venu 3S"", ""display_size"": ""1.2\"""", ""resolution"": ""(390 x 390) AMOLED"", ""aspect_ratio"": null, ""operating_system"": null, ""processor"": null, ""ram"": null, ""storage"": ""8 GB"", ""water_resistance"": ""Swim, 5 ATM"", ""heart_rate_monitor"": ""Garmin Elevate\u2122 wrist heart rate monitor"", ""gps"": ""GPS, GLONASS, Galileo"", ""wi_fi"": true, ""bluetooth"": true}",https://www.anhoch.com/storage/media/010-02785-03.jpg,/2024/12/20/garmin3sfrenchgray_1621aee0-b92a-4ba4-85f0-a7f105a5813f.jpg?width=192,0.6872,0.8127
Apple iPhone 14 128GB Starlight,iPhone 14 128GB Starlight,"39.980,00 ден.",48.79,,42.29,https://www.anhoch.com/products/apple-iphone-14-128gb-starlight-9167,/categories/mobilni_telefoni/iPhone-14-128GB-Starlight,"{""brand"": ""Apple"", ""model"": ""iPhone 14"", ""operating_system"": ""iOS 18"", ""processor"": ""Apple A15 Bionic"", ""ram"": ""6 GB"", ""storage"": ""128 GB"", ""display_size"": ""6.1 inches"", ""display_resolution"": ""1170 x 2532 pixels"", ""rear_camera"": ""Dual: 12MP; 12MP"", ""front_camera"": ""Single: 12 MP; SL 3D"", ""battery_capacity"": ""3279 mAh"", ""battery_type"": ""Li-Ion""}","{""brand"": ""Apple"", ""model"": ""iPhone 14"", ""screen_size"": ""6.1\"""", ""resolution"": ""1170 x 2532p"", ""aspect_ratio"": null, ""processor"": ""Apple A15 Bionic (5 nm)"", ""ram"": null, ""storage"": ""128GB"", ""operating_system"": ""iOS 16.0"", ""rear_camera"": ""12 MP, f/1.5, 26mm (wide), 1.9\u00b5m, dual pixel PDAF, sensor-shift OIS 12 MP, f/2.4, 13mm, 120\u02da (ultrawide)"", ""front_camera"": ""null"", ""battery_capacity"": null, ""charging_speed"": ""50% in 30 min, 15W, 7.5W""}",https://www.anhoch.com/storage/media/iphone_14_sl.jpg,/2023/02/24/iphone_13_2.JPG?width=192,0.994,0.8408
Samsung Galaxy A56 5G 8GB/256GB Awesome Pink,SAMSUNG Galaxy A56 5G 8/256GB Awesome Pink,"29.480,00 ден.",30.499,,27.999,https://www.anhoch.com/products/samsung-galaxy-a56-5g-8gb256gb-awesome-pink-7655,/categories/mobilni_telefoni/84112101-SAMSUNG-Galaxy-A56-5G-8-256GB--SM-A566BLICEUC--Awesome-Pink,"{""brand"": ""Samsung"", ""model"": ""Galaxy A56 5G"", ""operating_system"": ""Android 15"", ""processor"": ""Octa-core (1x2.9 GHz Cortex-A720 & 3x2.6 GHz Cortex-A720 & 4x1.9 GHz Cortex-A520)"", ""ram"": ""8GB"", ""storage"": ""256GB"", ""display_size"": ""6.7 inches"", ""display_resolution"": ""1080 x 2340 pixels"", ""rear_camera"": ""Triple: 50 MP, f/1.8, PDAF, OIS, 12 MP, f/2.2, 123\u02da (ultrawide), 5 MP, f/2.4 (macro)"", ""front_camera"": ""12 MP, f/2.2 (wide)"", ""battery_capacity"": ""5000 mAh"", ""battery_type"": ""Wired (45W), 65% in 30 min, 100% in 68 min""}","{""brand"": ""SAMSUNG"", ""model"": ""Galaxy A56 5G"", ""screen_size"": ""6.7\"""", ""resolution"": ""1080x2340px"", ""aspect_ratio"": null, ""processor"": ""Exynos 1580 (4nm)"", ""ram"": ""8GB"", ""storage"": ""256GB"", ""operating_system"": ""Android 15(One UI 7)"", ""rear_camera"": ""Main: 50MP f/1.8 OIS\nUltrawide: 12MP f/2.2\nMacro: 5MP f/2.4"", ""front_camera"": ""12MP f/2.2"", ""battery_capacity"": ""5000mAh"", ""charging_speed"": null}",https://www.anhoch.com/storage/media/sm-a566bliceuc.jpg,/2025/03/21/A56PINK_2e04cac5-1259-4a38-ab4d-fc152f4c8780.png?width=192,0.9717,0.8934
Samsung Galaxy A56 5G 8GB/256GB Awesome Graphite,SAMSUNG Galaxy A56 5G 8/256GB Awesome Graphite,"29.480,00 ден.",30.499,,27.999,https://www.anhoch.com/products/samsung-galaxy-a56-5g-8gb256gb-awesome-graphite-7658,/categories/mobilni_telefoni/84112114-SAMSUNG-Galaxy-A56-5G-8-256GB--SM-A566BZKCEUC--Awesome-Graphite,"{""brand"": ""Samsung"", ""model"": ""Galaxy A56 5G"", ""operating_system"": ""Android 15"", ""processor"": ""Octa-core (1x2.9 GHz Cortex-A720 &amp; 3x2.6 GHz Cortex-A720 &amp; 4x1.9 GHz Cortex-A520)"", ""ram"": ""8GB"", ""storage"": ""256GB"", ""display_size"": ""6.7 inches"", ""display_resolution"": ""1080 x 2340 pixels"", ""rear_camera"": ""Triple: 50 MP, 12 MP, 5 MP"", ""front_camera"": ""12 MP"", ""battery_capacity"": ""5000 mAh"", ""battery_type"": ""45W wired""}","{""brand"": ""SAMSUNG"", ""model"": ""Galaxy A56 5G"", ""screen_size"": ""6.7"", ""resolution"": ""1080x2340px"", ""aspect_ratio"": null, ""processor"": ""Exynos 1580 (4nm)"", ""ram"": ""8GB"", ""storage"": ""256GB"", ""operating_system"": ""Android 15 (One UI 7)"", ""rear_camera"": ""50MP f/1.8 OIS, 12MP f/2.2, 5MP f/2.4"", ""front_camera"": ""12MP f/2.2"", ""battery_capacity"": ""5000mAh"", ""charging_speed"": null}",https://www.anhoch.com/storage/media/sm-a566bzkceuc.jpg,/2025/03/21/A56black_834e172d-3e37-4dca-80b1-033ba9316897.png?width=192,0.974,0.8837
Samsung Galaxy Z Flip 6 5G 12GB/256GB Silver Shadow,SAMSUNG Galaxy Flip6 5G 12/256GB Silver,"54.480,00 ден.",71.999,,55.999,https://www.anhoch.com/products/samsung-galaxy-z-flip-6-5g-12gb256gb-silver-shadow-5871,/categories/mobilni_telefoni/SAMSUNG-Galaxy-Flip6-5G-12-256GB--SM-F741BZSGEUC--Silver,"{""brand"": ""Samsung"", ""model"": ""Galaxy Z Flip 6 5G"", ""operating_system"": ""Android 14, One UI 6.1.1"", ""processor"": ""Qualcomm Snapdragon 8 Gen 3"", ""ram"": ""12GB"", ""storage"": ""256GB"", ""display_size"": ""6.7 inches"", ""display_resolution"": ""1080 x 2640 pixels"", ""rear_camera"": ""Dual 50 MP, dual pixel PDAF, OIS 12 MP, 123\u02da (ultrawide)"", ""front_camera"": ""10 MP, 23mm (wide), 1.22\u00b5m"", ""battery_capacity"": ""4000 mAh"", ""battery_type"": ""non-removable""}","{""brand"": ""SAMSUNG"", ""model"": ""Galaxy Flip6 5G"", ""screen_size"": ""6.7\"""", ""resolution"": ""1080x2640"", ""aspect_ratio"": ""null"", ""processor"": ""Qualcomm SM8650-AB Snapdragon 8 Gen 3"", ""ram"": ""12GB"", ""storage"": ""256GB"", ""operating_system"": ""Android 14, One UI 6.1.1"", ""rear_camera"": ""50 MP, 12 MP"", ""front_camera"": ""10 MP"", ""battery_capacity"": ""4000 mAh"", ""charging_speed"": ""25W wired, 15W wireless, 4.5W reverse wireless""}",https://www.anhoch.com/storage/media/sm-f741bzsgeuc.jpg,/2024/07/25/SMARTPHONESAMSUNGGalaxyFlip65G12256GBSM-F741BZSGEUCSilver7bdb8d3a-98d2-48f4-93c4-bf560aa4f98f_35cec180-4973-4a06-a919-1a51d7e99cc1.JPG?width=192,0.8097,0.9014
Samsung Galaxy S25+ 5G 12GB/512GB Mint,SAMSUNG Galaxy S25+ 5G 12/256GB Mint,"73.980,00 ден.",68.999,,65.999,https://www.anhoch.com/products/samsung-galaxy-s25-plus--5g-12gb512gb-mint-7457,/categories/mobilni_telefoni/84111002-SAMSUNG-Galaxy-S25--5G-12-256GB--SM-S936BLGDEUC--Mint,"{""brand"": ""Samsung"", ""model"": ""Galaxy S25+"", ""operating_system"": ""Android 15, One UI 7"", ""processor"": ""Snapdragon 8 Elite"", ""ram"": ""12GB"", ""storage"": ""512GB"", ""display_size"": ""6.7 inches"", ""display_resolution"": ""1440 x 3120 pixels"", ""rear_camera"": ""Triple: 50 MP, 10 MP, 12 MP"", ""front_camera"": ""12 MP"", ""battery_capacity"": ""4900 mAh"", ""battery_type"": ""Li-Ion""}","{""brand"": ""SAMSUNG"", ""model"": ""Galaxy S25+"", ""screen_size"": ""6.7\"""", ""resolution"": ""3120x1440px"", ""aspect_ratio"": null, ""processor"": ""Qualcomm SM8750-AB Snapdragon 8 Elite (3 nm)"", ""ram"": ""12GB"", ""storage"": ""256GB"", ""operating_system"": null, ""rear_camera"": ""50MP f/1.8 OIS, 10MP f/2.4, 12MP f/2.2"", ""front_camera"": ""12MP f/2.2"", ""battery_capacity"": ""4900mAh"", ""charging_speed"": null}",https://www.anhoch.com/storage/media/sm-s936_galaxys25plus_front_mint_241107.jpg,/2025/02/07/s25256mint_95ff3a66-81ac-4354-85a0-c5c1b6b685bb.jpg?width=192,0.9512,0.9117
Samsung Galaxy S25 5G 12GB/128GB Navy,SAMSUNG Galaxy S25 5G 12/128GB Navy,"51.980,00 ден.",53.999,,50.999,https://www.anhoch.com/products/samsung-galaxy-s25-5g-12gb128gb-navy-7488,/categories/mobilni_telefoni/84110992-SAMSUNG-Galaxy-S25-5G-12-128GB--SM-S931BDBDEUC--Navy,"{""brand"": ""Samsung"", ""model"": ""Galaxy S25 5G"", ""operating_system"": ""Android 15, One UI 7"", ""processor"": ""Snapdragon 8 Elite, Octa-core"", ""ram"": ""12GB"", ""storage"": ""128GB"", ""display_size"": ""6.2 inches"", ""display_resolution"": ""1080 x 2340 pixels, 19.5:9 ratio"", ""rear_camera"": ""Triple: 50 MP, 10 MP, 12 MP, with features like Dual Pixel PDAF, OIS, LED flash, auto-HDR, panorama"", ""front_camera"": ""Single: 12 MP, Dual Pixel PDAF, with features like Dual video call, Auto-HDR, HDR10+"", ""battery_capacity"": ""4000 mAh"", ""battery_type"": ""Li-Ion, non-removable""}","{""brand"": ""SAMSUNG"", ""model"": ""Galaxy S25 5G"", ""screen_size"": ""6.2\"""", ""resolution"": ""2340x1080px"", ""aspect_ratio"": ""2X"", ""processor"": ""Qualcomm SM8750-AB Snapdragon 8 Elite"", ""ram"": ""12GB"", ""storage"": ""128GB"", ""operating_system"": null, ""rear_camera"": ""50MP f/1.8 OIS, 10MP f/2.4, 12MP f/2.2"", ""front_camera"": ""12MP f/2.2"", ""battery_capacity"": ""4000mAh"", ""charging_speed"": null}",https://www.anhoch.com/storage/media/sm-s936_galaxys25plus_front_navy_241107.jpg,/2025/02/07/s25128navy_4c404388-9510-4f8f-94c6-1e1b92cc8a8e.jpg?width=192,0.9735,0.8659
Samsung Galaxy S25 5G 12GB/128GB Silver Shadow,SAMSUNG Galaxy S25+ 5G 12/256GB Silver Shadow,"51.980,00 ден.",68.999,,65.999,https://www.anhoch.com/products/samsung-galaxy-s25-5g-12gb128gb-silver-shadow-7489,/categories/mobilni_telefoni/84111003-SAMSUNG-Galaxy-S25--5G-12-256GB--SM-S936BZSDEUC--Silver-Shadow,"{""brand"": ""Samsung"", ""model"": ""Galaxy S25"", ""operating_system"": ""Android 15, One UI 7"", ""processor"": ""Snapdragon 8 Elite"", ""ram"": ""12GB"", ""storage"": ""128GB"", ""display_size"": ""6.2 inches"", ""display_resolution"": ""1080 x 2340 pixels"", ""rear_camera"": ""Triple: 50 MP, f/1.8, 24mm (wide), 1/1.56\"", 1.0\\u00c5, Dual Pixel PDAF, OIS; 10 MP, f/2.4, 67mm (telephoto), 1/3.94\"", 1.0\\u00c5, PDAF, OIS, 3x optical zoom; 12 MP, f/2.2, 13mm, 120\\u00b0 (ultrawide), 1/2.55\"", 1.4\\u00c5, Super Steady video"", ""front_camera"": ""Single: 12 MP, f/2.2, 26mm (wide), Dual Pixel PDAF"", ""battery_capacity"": ""4000 mAh"", ""battery_type"": ""Li-Ion, non-removable""}","{""brand"": ""SAMSUNG"", ""model"": ""Galaxy S25+ 5G 12/256GB Silver Shadow"", ""screen_size"": ""6.7"", ""resolution"": ""3120x1440px"", ""aspect_ratio"": null, ""processor"": ""Qualcomm SM8750-AB Snapdragon 8 Elite"", ""ram"": ""12GB"", ""storage"": ""256GB"", ""operating_system"": null, ""rear_camera"": ""50MP f/1.8 OIS, 10MP f/2.4, 12MP f/2.2"", ""front_camera"": ""12MP f/2.2"", ""battery_capacity"": ""4900mAh"", ""charging_speed"": null}",https://www.anhoch.com/storage/media/17012025141232xys25_front_silvershadow_241108.jpg,/2025/02/07/s25256silvershadow_026cc21d-a053-4bcb-acd4-6c4f197db7a1.jpg?width=192,0.971,0.8855
Samsung Galaxy A35 5G A356 6GB/128GB Awesome Lilac,SAMSUNG Galaxy A55 5G 8/128GB  Awesome Lilac,"15.980,00 ден.",27.999,,20.999,https://www.anhoch.com/products/samsung-galaxy-a35-5g-a356-6gb128gb-awesome-lilac-2330,/categories/mobilni_telefoni/SAMSUNG-Galaxy-A55-5G-8-128GB--SM-A556BLVAEUC--Awesome-Lilac,"{""brand"": ""Samsung"", ""model"": ""Galaxy A35 5G A356"", ""operating_system"": ""Android 14, One UI 6.1"", ""processor"": ""Exynos 1380 (5 nm)"", ""ram"": ""6GB"", ""storage"": ""128GB"", ""display_size"": ""6.6 inches"", ""display_resolution"": ""1080 x 2340 pixels"", ""rear_camera"": ""Triple: 50 MP, PDAF, OIS; 8 MP, f/2.2, 123\u02da, (ultrawide); 5 MP, f/2.4, (macro)"", ""front_camera"": ""13 MP, f/2.2, (wide)"", ""battery_capacity"": ""5000 mAh"", ""battery_type"": ""Li-Ion, non-removable""}","{""brand"": ""SAMSUNG"", ""model"": ""Galaxy A55 5G"", ""screen_size"": ""6.6\"""", ""resolution"": ""1080x2340"", ""aspect_ratio"": ""null"", ""processor"": ""Exynos 1480"", ""ram"": ""8GB"", ""storage"": ""128GB"", ""operating_system"": ""Android 14, One UI 6.1"", ""rear_camera"": ""50 MP + 12 MP + 5 MP"", ""front_camera"": ""32 MP"", ""battery_capacity"": ""5000 mAh"", ""charging_speed"": ""null""}",https://www.anhoch.com/storage/media/02042024103105sm-a356blvbeuc.jpg,/2024/03/27/A55Lilacabea5cb9-ce9d-4539-b24c-a02a73303ee4_48a2df33-9148-4e84-aea2-fba7f0c0ff19.JPG?width=192,0.8916,0.8918
Samsung Galaxy A55 5G A556 8GB/128GB Awesome Lilac,SAMSUNG Galaxy A55 5G 8/256GB Awesome Navy,"20.980,00 ден.",30.999,,23.499,https://www.anhoch.com/products/samsung-galaxy-a55-5g-a556-8gb128gb-awesome-lilac-2364,/categories/mobilni_telefoni/SAMSUNG-Galaxy-A55-5G-8-256GB--SM-A556BZKCEUC--Awesome-Navy,"{""brand"": ""Samsung"", ""model"": ""Galaxy A55 5G A556"", ""operating_system"": ""Android 14, One UI 6.1"", ""processor"": ""Exynos 1480 (4 nm), Octa-core (4x2.75GHz & 4x2.0GHz)"", ""ram"": ""8GB"", ""storage"": ""128GB"", ""display_size"": ""6.6 inches"", ""display_resolution"": ""1080 x 2340 pixels"", ""rear_camera"": ""Triple: 50 MP, f/1.8, PDAF, OIS, 12 MP, f/2.2, 123\u00b0 (ultrawide), 5 MP, f/2.4, (macro)"", ""front_camera"": ""32 MP, f/2.2, (wide)"", ""battery_capacity"": ""5000 mAh"", ""battery_type"": ""Li-Ion, non-removable""}","{""brand"": ""SAMSUNG"", ""model"": ""Galaxy A55 5G"", ""screen_size"": ""6.6\"""", ""resolution"": ""1080x2340"", ""aspect_ratio"": null, ""processor"": ""Exynos 1480"", ""ram"": ""8GB"", ""storage"": ""256GB"", ""operating_system"": ""Android 14, One UI 6.1"", ""rear_camera"": ""50 MP, f/1.8, 12 MP, f/2.2, 5 MP, f/2.4"", ""front_camera"": ""32 MP, f/2.2"", ""battery_capacity"": ""5000 mAh"", ""charging_speed"": null}",https://www.anhoch.com/storage/media/sm-a55blvaeuc.jpg,/2024/03/21/A55Navyea30d2c2-6f16-474a-9f64-e410718cb1eb_9257cd7a-efeb-4551-ae62-5264caa5f3f2.JPG?width=192,0.7931,0.9172
Apple iPhone 16 Pro 256GB Black Titanium,Apple iPhone 16 Pro 256GB Black Titanium,"81.480,00 ден.",89.49,,81.49,https://www.anhoch.com/products/apple-iphone-16-pro-256gb-black-titanium-3697,/categories/mobilni_telefoni/Apple-iPhone-16-Pro-256GB-Black-Titanium,"{""brand"": ""Apple"", ""model"": ""iPhone 16 Pro"", ""operating_system"": ""iOS 18"", ""processor"": ""Apple A18 Pro"", ""ram"": ""8 GB"", ""storage"": ""256 GB"", ""display_size"": ""6.3\"""", ""display_resolution"": ""1206 x 2622 pixels"", ""rear_camera"": ""Triple: 48MP; 12MP; 48MP"", ""front_camera"": ""Single: 12 MP; SL 3D"", ""battery_capacity"": ""3582 mAh"", ""battery_type"": ""Li-Ion""}","{""brand"": ""Apple"", ""model"": ""iPhone 16 Pro"", ""screen_size"": ""6.3\"""", ""resolution"": ""1206 x 2622p"", ""aspect_ratio"": null, ""processor"": ""Apple A18 Pro"", ""ram"": ""8GB"", ""storage"": ""256GB"", ""operating_system"": ""iOS 18"", ""rear_camera"": ""48 MP, 12 MP, 48 MP"", ""front_camera"": ""12 MP"", ""battery_capacity"": null, ""charging_speed"": ""25W wireless (MagSafe)""}",https://www.anhoch.com/storage/media/16pblack.jpg,/2024/09/27/ProBlack_2be61437-2ed1-483a-b246-e91ae589f067.JPG?width=192,1.0,0.8889
Cat S62 Pro 128GB LTE Dual Sim Black,SAMSUNG Galaxy S24 ULTRA 5G 12/512GB Titanium Black,"35.980,00 ден.",94.499,,74.999,https://www.anhoch.com/products/cat-s62-pro-128gb-lte-dual-sim-black-0652,/categories/mobilni_telefoni/SAMSUNG-Galaxy-S24-ULTRA-5G-12-512GB--SM-S928BZKHEUC--Titanium-Black,"{""brand"": """", ""model"": ""Cat S62 Pro"", ""operating_system"": ""Android 10"", ""processor"": ""Snapdragon 660"", ""ram"": ""6 GB"", ""storage"": ""128 GB"", ""display_size"": ""5.7\"""", ""display_resolution"": ""1080x2160px"", ""rear_camera"": ""Dual: 12MP; FLIR thermal"", ""front_camera"": ""8 MP"", ""battery_capacity"": ""4000 mAh"", ""battery_type"": ""Li-Ion""}","{""brand"": ""SAMSUNG"", ""model"": ""Galaxy S24 ULTRA 5G"", ""screen_size"": ""6.8"", ""resolution"": ""1440x3088"", ""aspect_ratio"": null, ""processor"": ""Qualcomm SM8650-AC Snapdragon 8 Gen 3"", ""ram"": ""12GB"", ""storage"": ""512GB"", ""operating_system"": ""Android 14, One UI 6.1"", ""rear_camera"": ""200 MP + 50 MP + 10 MP + 12 MP"", ""front_camera"": ""12 MP"", ""battery_capacity"": ""5000mAh"", ""charging_speed"": ""45W wired, 15W wireless""}",https://www.anhoch.com/storage/media/s62pro_1.jpg,/2024/01/31/Black_16a348db-a5bd-48bd-963b-89487758f66e.JPG?width=192,0.5823,0.8237
Apple iPhone 16 Pro 128GB Black-Titanium,Apple iPhone 16 128GB Black,"72.980,00 ден.",63.69,,54.99,https://www.anhoch.com/products/apple-iphone-16-pro-128gb-blacktitanium-3212,/categories/mobilni_telefoni/Apple-iPhone-16-128GB-Black,"{""brand"": ""Apple"", ""model"": ""iPhone 16 Pro"", ""operating_system"": ""iOS 18"", ""processor"": ""Apple A18 Pro"", ""ram"": ""8 GB"", ""storage"": ""128 GB"", ""display_size"": ""6.3 inches"", ""display_resolution"": ""1206 x 2622 pixels"", ""rear_camera"": ""Triple: 48MP; 12MP; 48MP"", ""front_camera"": ""Single: 12 MP"", ""battery_capacity"": ""3582 mAh"", ""battery_type"": ""Li-Ion""}","{""brand"": ""Apple"", ""model"": ""iPhone 16"", ""screen_size"": ""6.1"", ""resolution"": ""1179 x 2556p"", ""aspect_ratio"": null, ""processor"": ""Apple A18"", ""ram"": ""8GB"", ""storage"": ""128GB"", ""operating_system"": ""iOS 18"", ""rear_camera"": ""48 MP, f/1.6, 26mm (wide), 1/1.56, 1.0\u00b5m, dual pixel PDAF, sensor-shift OIS + 12 MP, f/2.2, 13mm, 120?, 0.7\u00b5m, dual pixel PDAF"", ""front_camera"": ""12 MP, f/1.9, 23mm (wide), 1/3.6, PDAF"", ""battery_capacity"": null, ""charging_speed"": ""50% in 30 min (advertised), 25W wireless (MagSafe), 15W wireless (Qi2), 4.5W reverse wired""}",https://www.anhoch.com/storage/media/16pblack.jpg,/2024/09/27/mye73sx_f031fd69-8603-4b7c-b0d7-ef8f196e8a54.JPG?width=192,0.8761,0.8422
